test,type,interactions,elapsed_time,find_type
test_base,memalloc,1681,0.008000,worst_fit
test_base,memalloc,1681,0.008000,null
test_base,std,1681,0.001000,std
test_base,memalloc,1691,0.007000,first_fit
test_base,memalloc,1691,0.009000,worst_fit
test_base,memalloc,1691,0.009000,null
test_base,std,1691,0.001000,std
test_base,memalloc,1701,0.008000,first_fit
test_base,memalloc,1701,0.012000,worst_fit
test_base,memalloc,1701,0.008000,null
test_base,std,1701,0.003000,std
test_base,memalloc,1711,0.009000,first_fit
test_base,memalloc,1711,0.009000,worst_fit
test_base,memalloc,1711,0.009000,null
test_base,std,1711,0.002000,std
test_base,memalloc,1721,0.008000,first_fit
test_base,memalloc,1721,0.007000,worst_fit
test_base,memalloc,1721,0.007000,null
test_base,std,1721,0.002000,std
test_base,memalloc,1731,0.008000,first_fit
test_base,memalloc,1731,0.008000,worst_fit
test_base,memalloc,1731,0.007000,null
test_base,std,1731,0.002000,std
test_base,memalloc,1741,0.008000,first_fit
test_base,memalloc,1741,0.010000,worst_fit
test_base,memalloc,1741,0.013000,null
test_base,std,1741,0.003000,std
test_base,memalloc,1751,0.011000,first_fit
test_base,memalloc,1751,0.009000,worst_fit
test_base,memalloc,1751,0.008000,null
test_base,std,1751,0.001000,std
test_base,memalloc,1761,0.011000,first_fit
test_base,memalloc,1761,0.013000,worst_fit
test_base,memalloc,1761,0.008000,null
test_base,std,1761,0.003000,std
test_base,memalloc,1771,0.008000,first_fit
test_base,memalloc,1771,0.010000,worst_fit
test_base,memalloc,1771,0.011000,null
test_base,std,1771,0.001000,std
